Country name,year,Happiness Rating,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption
Moldova,2019,5.803450584,9.47502327,0.809167087,64.5,0.783664584,-0.09557578,0.883822501
Moldova,2020,5.811628819,9.409337044,0.874061763,64.90000153,0.859083235,-0.057646256,0.941438973
Moldova,2021,5.959048748,9.547471046,0.879554033,65.30000305,0.832602262,-0.095501058,0.875060678
Moldova,2022,5.686611652,9.540007591,0.816732645,65.69999695,0.828515828,-0.087219432,0.884788811
Senegal,2018,4.769377232,8.122329712,0.739354789,59.09999847,0.629223466,-0.076827593,0.80477947
Senegal,2019,5.488736629,8.1404562,0.687614083,59.40000153,0.758841753,-0.02160956,0.79567343
Senegal,2020,4.756773472,8.12678051,0.620670676,59.70000076,0.797190309,-0.048871942,0.855092525
Senegal,2021,4.902830601,8.159204483,0.645179272,60,0.758525133,0.02992768,0.82134825
Senegal,2022,4.90681982,8.180175781,0.609188676,60.29999924,0.758471966,0.051875819,0.854231179
Morocco,2018,4.896791935,8.996167183,0.553759754,63.59999847,0.773180425,-0.243001193,0.843172729
Morocco,2019,5.056751728,9.014033318,0.534804046,63.70000076,0.756747842,-0.253495485,0.756867409
Morocco,2020,4.80261755,8.928771973,0.552520096,63.79999924,0.818995237,-0.235434562,0.802740276
Morocco,2021,5.326248646,8.994469643,0.504563928,63.90000153,0.761806488,-0.201621071,0.817366838
Morocco,2022,4.596093178,8.995898247,0.563577652,64,0.794705212,-0.25410822,0.802137673
Mexico,2018,6.549578667,9.917302132,0.858068883,65.80000305,0.816200495,-0.183739126,0.808638096
Mexico,2019,6.431945324,9.906707764,0.851685822,65.80000305,0.903384447,-0.14559029,0.808537602
Mexico,2020,5.964221001,9.816184998,0.778816223,65.80000305,0.873346984,-0.125294715,0.778165877
Mexico,2021,5.99075079,9.856716156,0.778605103,65.80000305,0.837159336,-0.034609362,0.745186806
Mexico,2022,7.038368702,9.876176834,0.858360887,65.80000305,0.860889137,-0.120741829,0.780077338
United States,2018,6.882684708,11.02444267,0.903856039,66.22499847,0.824606657,0.111657284,0.709928274
United States,2019,6.943701267,11.04257393,0.916691124,66.09999847,0.836139023,0.139838308,0.706715524
United States,2020,7.028088093,11.0048933,0.937369823,65.97499847,0.850447297,0.029316831,0.678124607
United States,2021,6.959087849,11.06146431,0.920008719,65.84999847,0.815734804,0.190033197,0.686591566
United States,2022,6.692790031,11.07859612,0.900261819,65.72499847,0.735639811,0.190581053,0.701127529
Croatia,2018,5.536271095,10.24796391,0.909806848,68.42500305,0.690855622,-0.156301752,0.925408304
Croatia,2019,5.625743866,10.28714275,0.935988724,68.59999847,0.739300609,-0.143352598,0.931614637
Croatia,2020,6.507992268,10.20176506,0.922913492,68.77500153,0.836657643,-0.069338493,0.960939288
Croatia,2021,6.286790371,10.36204529,0.917741537,68.94999695,0.841837883,0.003264118,0.933650374
Croatia,2022,5.578691483,10.4582634,0.90998435,69.125,0.593485951,-0.212666839,0.87508148
Mauritius,2018,5.88174057,10.04427052,0.90884155,63.92499924,0.866928101,-0.079335824,0.78524971
Mauritius,2019,6.241165161,10.07245255,0.913134277,63.90000153,0.893157899,-0.058579594,0.81020081
Mauritius,2020,6.015300274,9.914636612,0.892565966,63.875,0.842598081,-0.036158979,0.771790087
Mauritius,2021,5.949120045,9.950750351,0.886509895,63.84999847,0.802364588,-0.010926317,0.783532083
Mauritius,2022,5.740500927,10.00689125,0.887036204,63.82500076,0.798143804,-0.037532523,0.768953621
Slovenia,2018,6.249419212,10.54522896,0.940971196,70.52500153,0.942045867,-0.122956395,0.839252532
Slovenia,2019,6.665273666,10.5721941,0.949402273,70.69999695,0.945430517,-0.106444225,0.785441816
Slovenia,2020,6.462076187,10.5213213,0.953437507,70.875,0.958442569,-0.088533178,0.796557486
Slovenia,2021,6.761220932,10.59754658,0.955252588,71.05000305,0.851086736,0.027393518,0.754198194
Slovenia,2022,6.723397732,10.64416504,0.941756725,71.22499847,0.930381835,0.101480678,0.762208223
Uzbekistan,2018,6.205460072,8.865442276,0.920821011,64.40000153,0.969897985,0.311532587,0.520360112
Uzbekistan,2019,6.154049397,8.90220356,0.915275931,64.69999695,0.970294535,0.298114806,0.511196852
Uzbekistan,2020,5.841929913,8.901668549,0.849564791,65,0.928216279,0.193077326,0.642043591
Uzbekistan,2021,6.18530798,8.953489304,0.895503759,65.30000305,0.927415252,0.186012119,0.661561668
Uzbekistan,2022,6.016238689,8.989866257,0.878923297,65.59999847,0.959019244,0.308950752,0.615844429
Greece,2018,5.40928936,10.27990723,0.793500781,70.77500153,0.564455688,-0.33752656,0.860302389
Greece,2019,5.952157497,10.29962921,0.890809536,70.90000153,0.613584101,-0.291155934,0.848003805
Greece,2020,5.787615776,10.2074194,0.778536558,71.02500153,0.56461364,-0.244104847,0.764324546
Greece,2021,6.104214191,10.2937727,0.85032618,71.15000153,0.574029803,-0.158694386,0.751816869
Greece,2022,5.90045929,10.36369228,0.875312984,71.27500153,0.562556148,-0.316424966,0.874286056
Uruguay,2018,6.371714592,10.05124474,0.917315602,67.5,0.876210928,-0.105916657,0.682916045
Uruguay,2019,6.600337029,10.05434418,0.933470964,67.5,0.902678788,-0.104386106,0.599399626
Uruguay,2020,6.309681416,9.990978241,0.921070337,67.5,0.907761931,-0.091452166,0.491007835
Uruguay,2021,6.501700401,10.0345459,0.913873136,67.5,0.8987239,-0.050625291,0.60564214
Uruguay,2022,6.670852661,10.08412075,0.904825211,67.5,0.877968609,-0.051668242,0.631336689
Tunisia,2018,4.741132259,9.309548378,0.732953548,66.84999847,0.649680078,-0.195936218,0.84011662
Tunisia,2019,4.315479755,9.314774513,0.609589279,66.90000153,0.659331739,-0.214174494,0.88890475
Tunisia,2020,4.730811119,9.215332031,0.719013214,66.94999695,0.667758107,-0.203692898,0.877354085
Tunisia,2021,4.49948597,9.249362946,0.711321533,67,0.591229916,-0.203170478,0.932745636
Tunisia,2022,4.260868073,9.265902519,0.754739821,67.05000305,0.474189252,-0.230852157,0.908436537
Hungary,2018,5.935770988,10.34568596,0.940591395,67.05000305,0.692627072,-0.246664539,0.911277413
Hungary,2019,6.000259876,10.39357376,0.94651556,67.19999695,0.798041046,-0.198927522,0.883571446
Hungary,2020,6.038049698,10.34918594,0.943400383,67.34999847,0.77096808,-0.125335947,0.836105108
Hungary,2021,6.226647854,10.42207718,0.947892129,67.5,0.727489948,-0.044104263,0.831555367
Hungary,2022,5.861183167,10.48420715,0.937058866,67.65000153,0.775502026,-0.008475153,0.848249376
North Macedonia,2018,5.239834785,9.689579964,0.84891516,65.90000153,0.744800925,-0.045637872,0.909934342
North Macedonia,2019,5.015485287,9.727708817,0.814638495,66.09999847,0.724710405,0.019857395,0.922597229
North Macedonia,2020,5.053664207,9.666660309,0.750374198,66.30000305,0.787284732,0.129589304,0.877421141
North Macedonia,2021,5.534749985,9.709133148,0.808856964,66.5,0.79296577,0.19125995,0.884325325
North Macedonia,2022,5.166881561,9.73342514,0.849509358,66.69999695,0.72308898,0.071886517,0.93721509
Kenya,2018,4.655702591,8.403982162,0.706719875,57.29999924,0.821412981,0.284663737,0.844244063
Kenya,2019,4.618850231,8.434075356,0.675931633,57.70000076,0.817757487,0.303417891,0.794370294
Kenya,2020,4.546584129,8.411473274,0.673717618,58.09999847,0.702034473,0.25438267,0.836516023
Kenya,2021,4.464540958,8.464528084,0.702200711,58.5,0.678108215,0.31601575,0.841331422
Kenya,2022,4.447946548,8.499298096,0.690594971,58.90000153,0.705976129,0.294315904,0.877775729
Finland,2018,7.85810709,10.77996635,0.962155044,70.92500305,0.937807381,-0.131461874,0.198604837
Finland,2019,7.780347824,10.79103756,0.93741554,71,0.947616696,-0.055772819,0.195338428
Finland,2020,7.889349937,10.76730347,0.961620748,71.07499695,0.962423682,-0.121018246,0.163635895
Finland,2021,7.794377804,10.79452896,0.97028929,71.15000153,0.96318984,-0.037466645,0.191753656
Finland,2022,7.728998184,10.81419277,0.974395156,71.22499847,0.958609104,0.102147363,0.190206692
Mongolia,2018,5.464622974,9.39700985,0.941514134,60.20000076,0.695546806,0.050002832,0.848502219
Mongolia,2019,5.562905312,9.430119514,0.945758104,60.29999924,0.71067518,0.144906044,0.873166919
Mongolia,2020,6.011364937,9.364500999,0.917789161,60.40000153,0.718491018,0.140477866,0.842827678
Mongolia,2021,5.72103405,9.364642143,0.92711699,60.5,0.666846633,0.217151552,0.850720286
Mongolia,2022,5.787830353,9.388139725,0.951336026,60.59999847,0.717059672,0.213851795,0.846957803
Portugal,2018,5.919822693,10.43531322,0.887113273,70.875,0.877404213,-0.265426725,0.87972784
Portugal,2019,6.095473289,10.46154976,0.876082599,71,0.8823511,-0.238181174,0.915165603
Portugal,2020,5.767792225,10.3738451,0.874990344,71.125,0.91313076,-0.242256343,0.867157161
Portugal,2021,6.183014393,10.42449665,0.894941688,71.25,0.892121136,-0.20941405,0.872229338
Portugal,2022,5.952542782,10.48707771,0.862344146,71.375,0.903218091,-0.137060419,0.892955482
Cameroon,2018,5.250737667,8.224833488,0.676825225,53.82500076,0.816304982,0.030961027,0.884441614
Cameroon,2019,4.936737537,8.231245041,0.710964739,54.5,0.711500287,-0.011995641,0.817170262
Cameroon,2020,5.2410779,8.206723213,0.720046639,55.17499924,0.674509168,0.044859,0.836517215
Cameroon,2021,4.962747574,8.216213226,0.694936395,55.84999847,0.715301752,-0.026043305,0.848717153
Cameroon,2022,4.712408066,8.227441788,0.629108608,56.52500153,0.674506366,0.025319204,0.849325359
Canada,2018,7.175496578,10.79881001,0.922718763,71.25,0.9457829,0.101732664,0.371740848
Canada,2019,7.1090765,10.80307007,0.925303996,71.30000305,0.911525607,0.107073732,0.436434418
Canada,2020,7.024904728,10.73779297,0.930610716,71.34999847,0.8868922,0.044787828,0.434012353
Canada,2021,6.939435482,10.77672386,0.926076412,71.40000153,0.898229182,0.191067189,0.383990496
Canada,2022,6.917935371,10.80336666,0.929101527,71.44999695,0.838263929,0.221541926,0.44200018
Israel,2018,6.92717886,10.59505272,0.90959543,72.25,0.724662304,0.050429799,0.770134807
Israel,2019,7.331779957,10.61668396,0.946010649,72.40000153,0.834491909,0.08013881,0.742867768
Israel,2020,7.194928169,10.58029938,0.959072173,72.55000305,0.831315815,-0.056511819,0.74763906
Israel,2021,7.577528,10.64688206,0.91658324,72.69999695,0.819777012,-0.005923409,0.726003766
Israel,2022,7.662397385,10.69227314,0.95365274,72.84999847,0.774947405,-0.004873357,0.654698849
Austria,2018,7.396001816,10.91903114,0.911668122,70.77500153,0.904111981,0.049663041,0.52306056
Austria,2019,7.195361137,10.92964458,0.964488804,70.90000153,0.90342766,0.055960763,0.457088888
Austria,2020,7.213489056,10.85877609,0.924831212,71.02500153,0.911909878,0.006124678,0.463830173
Austria,2021,7.079640865,10.89898014,0.862975955,71.15000153,0.794845939,0.159445032,0.500808597
Austria,2022,6.998997211,10.93891716,0.876287401,71.27500153,0.855502605,0.139042094,0.524212122
Dominican Republic,2018,5.433215618,9.769048691,0.861986339,63.79999924,0.866641581,-0.152807519,0.76227355
Dominican Republic,2019,6.004237175,9.807585716,0.884089887,64,0.87740624,-0.12519978,0.745615363
Dominican Republic,2020,5.168409824,9.72725296,0.806117654,64.19999695,0.834642947,-0.125870407,0.636116564
Dominican Republic,2021,6.030537128,9.832318306,0.857106984,64.40000153,0.859358311,-0.086154111,0.677408218
Dominican Republic,2022,5.518415928,9.873703003,0.820422471,64.59999847,0.853301883,-0.083819024,0.655976236
Japan,2018,5.793575287,10.6391964,0.886431932,73.97499847,0.77347213,-0.266586483,0.686784506
Japan,2019,5.908039093,10.63819408,0.877650917,74.09999847,0.806471527,-0.259253263,0.617187858
Japan,2020,6.117963314,10.59502029,0.887249112,74.22499847,0.806036115,-0.263986945,0.608698547
Japan,2021,6.091324806,10.61605453,0.895737708,74.34999847,0.801350355,-0.211056769,0.669546723
Japan,2022,6.178009987,10.6361618,0.898649931,74.47499847,0.788856983,-0.235489145,0.643009663
Peru,2018,5.679661274,9.44906044,0.84530139,69.32499695,0.829641998,-0.181171566,0.906244636
Peru,2019,5.999381542,9.452122688,0.809075952,69.5,0.814805925,-0.132277295,0.873601913
Peru,2020,4.994379044,9.321605682,0.748887837,69.67500305,0.805973649,-0.091480441,0.911601484
Peru,2021,5.694317818,9.43465519,0.818539441,69.84999847,0.811777532,-0.08730986,0.879913747
Peru,2022,5.892068863,9.448805809,0.822743475,70.02500153,0.764267087,-0.177565202,0.88399142
Thailand,2018,6.011561871,9.779569626,0.873052418,68.22499847,0.90482825,0.257063568,0.906596005
Thailand,2019,6.02215147,9.798331261,0.903051019,68.30000305,0.898244619,0.307165354,0.87703979
Thailand,2020,5.884544373,9.732022285,0.866702616,68.375,0.840463281,0.272304952,0.918340027
Thailand,2021,5.638096809,9.745490074,0.882821918,68.44999695,0.835590303,0.292775661,0.943129361
Thailand,2022,6.007117271,9.777226448,0.866995156,68.52500153,0.880613744,0.301083535,0.867953539
Romania,2018,6.150878906,10.26608753,0.81793046,66.67500305,0.84515959,-0.221662477,0.921170175
Romania,2019,6.129942417,10.30916405,0.841905951,66.80000305,0.84754318,-0.225549594,0.954130709
Romania,2020,6.785142422,10.27720261,0.869008839,66.92500305,0.863305271,-0.158914402,0.91769141
Romania,2021,6.548725605,10.33452034,0.834509134,67.05000305,0.870957971,-0.184267014,0.928280115
Romania,2022,6.436973572,10.40412903,0.83033675,67.17500305,0.836366534,-0.171969727,0.941487908
El Salvador,2018,6.241199493,9.083892822,0.820299745,64.55000305,0.863334596,-0.099741079,0.800699532
El Salvador,2019,6.454820633,9.107357979,0.764390528,64.90000153,0.877390683,-0.113695122,0.68157649
El Salvador,2020,5.461926937,9.020057678,0.695624352,65.25,0.923944831,-0.129365936,0.583036363
El Salvador,2021,6.431447029,9.114495277,0.796106219,65.59999847,0.914903879,-0.081289321,0.663288593
El Salvador,2022,6.492156029,9.134880066,0.772380829,65.94999695,0.914063275,-0.112227663,0.621097445
Benin,2018,5.81982708,8.019667625,0.503544033,55.20000076,0.713264048,0.002967168,0.746510744
Benin,2019,4.976360798,8.057199478,0.442153931,55.5,0.770359993,-0.015219427,0.698346972
Benin,2020,4.407745838,8.066671371,0.506636083,55.79999924,0.783114672,-0.082944684,0.531883657
Benin,2021,4.493431091,8.108187675,0.435524195,56.09999847,0.724061847,-0.013133102,0.6125471
Benin,2022,4.217325687,8.136793137,0.365682811,56.40000153,0.714036763,-0.029674673,0.579618931
Latvia,2018,5.901154041,10.31066418,0.913276315,66.09999847,0.608207643,-0.21648632,0.798949242
Latvia,2019,5.969753742,10.34298897,0.935501277,66.19999695,0.697935104,-0.198384285,0.789227486
Latvia,2020,6.229008675,10.32772541,0.928012192,66.30000305,0.820111692,-0.083579808,0.808821976
Latvia,2021,6.353090763,10.37603378,0.954086423,66.40000153,0.815278113,-0.101973705,0.839525342
Latvia,2022,6.054838181,10.4066782,0.928089976,66.5,0.817082405,0.018949265,0.844229579
New Zealand,2018,7.370285988,10.66574287,0.953862727,70.125,0.94930017,0.115251094,0.206580222
New Zealand,2019,7.205174446,10.67151928,0.938821197,70.19999695,0.912042379,0.152174622,0.233831227
New Zealand,2020,7.257381916,10.63686562,0.951990783,70.27500153,0.918154597,0.118488289,0.282767951
New Zealand,2021,7.13670063,10.66698742,0.949832201,70.34999847,0.910249829,0.219179839,0.252423555
New Zealand,2022,6.974986553,10.68169308,0.955588818,70.42500305,0.830677867,0.1867235,0.280524433
Ivory Coast,2018,5.26837492,8.507064819,0.620882571,54.22499847,0.712590039,-0.051243655,0.790966868
Ivory Coast,2019,5.392012119,8.542204857,0.67938602,54.79999924,0.735711992,-0.018124701,0.799271226
Ivory Coast,2020,5.256503582,8.5367136,0.61310631,55.375,0.769998014,0.015181107,0.776687264
Ivory Coast,2021,5.055806637,8.580173492,0.554224849,55.95000076,0.717105269,-0.001522999,0.715896964
Ivory Coast,2022,4.84867382,8.611810684,0.536297083,56.52500153,0.713349819,-0.005134096,0.742839873
Denmark,2018,7.648785591,10.93629456,0.958218873,70.875,0.935437799,0.013477051,0.150607437
Denmark,2019,7.693003178,10.94753742,0.957706392,71,0.963318408,0.016351758,0.174150586
Denmark,2020,7.514631271,10.92447376,0.947371364,71.125,0.937931836,0.046843562,0.213841751
Denmark,2021,7.698747158,10.96755409,0.944926739,71.25,0.933439255,0.131484345,0.172680944
Denmark,2022,7.54496479,10.99429893,0.970306337,71.375,0.929547489,0.224115312,0.203140497
Kyrgyzstan,2018,5.297383308,8.543475151,0.898147821,65.27500153,0.94494766,0.26450184,0.907405317
Kyrgyzstan,2019,5.685220718,8.567575455,0.877027869,65.80000305,0.920436263,-0.004854264,0.884539902
Kyrgyzstan,2020,6.249586105,8.460876465,0.902222991,66.32499695,0.934885323,0.103569753,0.931317508
Kyrgyzstan,2021,5.563699722,8.479482651,0.904273272,66.84999847,0.91787082,0.203469187,0.90251559
Kyrgyzstan,2022,5.667840958,8.51677227,0.92697078,67.375,0.948361576,0.235982418,0.876154184
Bolivia,2018,5.915734291,9.043848038,0.827159464,63.15000153,0.863246858,-0.094124205,0.786044598
Bolivia,2019,5.67427063,9.051198006,0.7843014,63.29999924,0.88131094,-0.086886063,0.857220411
Bolivia,2020,5.559258938,8.94636631,0.804810882,63.45000076,0.877031922,-0.052821815,0.868208289
Bolivia,2021,5.56862402,8.99369812,0.797810495,63.59999847,0.861731231,-0.055375014,0.812174439
Bolivia,2022,5.928882122,9.014473915,0.823510289,63.75,0.86501044,-0.080244467,0.84024471
Germany,2018,7.118364334,10.88615417,0.919763148,70.69999695,0.8768875,0.029869491,0.495673954
Germany,2019,7.035472393,10.89440918,0.885667324,70.90000153,0.884751558,0.052630946,0.46225515
Germany,2020,7.311897755,10.85592365,0.905080497,71.09999847,0.864356041,-0.066006646,0.424088776
Germany,2021,6.754523754,10.88143158,0.86758256,71.30000305,0.778439999,0.075374454,0.417581916
Germany,2022,6.608206749,10.89852619,0.915808022,71.5,0.895221889,0.080924116,0.41657716
Netherlands,2018,7.463097095,10.93419456,0.939443171,71.32499695,0.919985175,0.157564297,0.370557785
Netherlands,2019,7.42526865,10.94701099,0.941477478,71.40000153,0.88559252,0.208546594,0.360068113
Netherlands,2020,7.504447937,10.90181923,0.943956137,71.47499847,0.934522629,0.146807,0.280604511
Netherlands,2021,7.314151287,10.94407082,0.918759406,71.55000305,0.85629344,0.267292023,0.396572888
Netherlands,2022,7.38963604,10.980937,0.928908408,71.625,0.868093491,0.224343896,0.459351808
Ecuador,2018,6.128010273,9.359485626,0.851345003,68.25,0.869363725,-0.102550164,0.830743194
Ecuador,2019,5.809131145,9.340510368,0.808485806,68.5,0.829573691,-0.118002363,0.839495003
Ecuador,2020,5.35446167,9.245415688,0.804008543,68.75,0.828511536,-0.160196289,0.854780495
Ecuador,2021,5.43487215,9.275074959,0.785531878,69,0.821025372,-0.083002262,0.774508297
Ecuador,2022,5.887132168,9.290071487,0.825139701,69.25,0.758587241,-0.079987943,0.865789473
Nicaragua,2018,5.81895256,8.637042999,0.854276538,65.42500305,0.797056854,0.007334274,0.712824762
Nicaragua,2019,6.112545013,8.584662437,0.873863935,65.5,0.882678449,0.027582021,0.62198174
Nicaragua,2020,6.28689003,8.552893639,0.855702758,65.57499695,0.817625225,0.040343624,0.631003439
Nicaragua,2021,6.095348835,8.637417793,0.848263025,65.65000153,0.904980481,0.023330038,0.674668729
Nicaragua,2022,6.39225769,8.664050102,0.844041824,65.72499847,0.913993657,-0.001197587,0.570191979
Nepal,2018,4.910086632,8.221292496,0.768335521,61.02500153,0.770093679,0.110457495,0.741752803
Nepal,2019,5.448724747,8.274377823,0.772273064,61.29999924,0.790347695,0.154957801,0.711842477
Nepal,2020,5.982410431,8.232653618,0.787215233,61.57500076,0.771715939,0.137670934,0.811892331
Nepal,2021,4.622300148,8.25112915,0.698646426,61.84999847,0.817544639,0.147184625,0.769947886
Nepal,2022,5.47417593,8.28515625,0.753276348,62.125,0.844221771,0.153193608,0.760407746
